Unnamed: 0,Planet Name,Planet Letter,Host Star Name,Orbital Period,Orbital Eccentricity,Orbital Inclination,Planet Radius (Earth Radii),Planet Density,Equilibrium Temperature,Insolation Flux,Transit Depth,Transit Duration,Star Mass,Effective Temperature,Star Luminosity,Star Radius,Star Age,Metallicity,Distance,Parallax,Proper Motion,Planet Reference Name,Discovery Method,Discovery Year,Discovery Publication Date,Number of Photometric Measurements,Number of RV Measurements,Number of Spectroscopic Measurements,Number of Duplicated Measurements,Right Ascension,Declination,Galactic Longitude,Galactic Latitude,Planet Radius Error (Lower),Planet Radius Error (Upper),Planet Radius Limit,Star Mass Error (Lower),Star Mass Error (Upper),Star Mass Limit,Star Radius Error (Lower),Star Radius Error (Upper),Star Radius Limit,Star Age Error (Lower),Star Age Error (Upper),Star Age Limit,Distance Error (Lower),Distance Error (Upper),Parallax Error (Lower),Parallax Error (Upper),Semi-Major Axis (AU),Star Radius (AU),Star Age (Gyr)
3668,HD 222076 b,b,HD 222076,15.037118220039211,0.08,86.90317161570154,13.5,1.11,354.1785702730368,3.5763200651328467e-12,10.84176085663296,3.184,1.07,4806.0,0.929,4.1,4.0,0.05,91.1538,10.9416,88.8381112,<a refstr=WITTENMYER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...51W/abstract target=ref>Wittenmyer et al. 2017</a>,Radial Velocity,2016,2017-02,1,0,0,0,354.531982,-70.9032461,311.29973,-45.01504,0.27,-0.213,0.0,0.25,-0.25,0.0,0.6,-0.6,0.0,2.2,-1.9,0.0,0.1811,-0.1805,0.0215979,-0.0215979,1.83,0.0198773329999999,8.443850895673538
3669,Kepler-784 b,b,Kepler-784,0.5481335792562497,0.0,89.06,1.58,4.35,723.6794621289691,1.6126680330303077e-14,1.4327364554637283,13.84,1.0,5674.0,0.856926180761595,1.32,9.12,0.07,1303.72,0.738217,2.8172,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,295.9206663,47.4486164,80.68512,11.53087,0.34,-0.32,0.0,0.07,-0.05,0.0,0.28,-0.26,0.0,1.9,-2.09,0.0,21.12,-20.47,0.0121402,-0.0121402,0.1967,0.0063995316,10.0
3670,OGLE-2006-BLG-109L b,b,OGLE-2006-BLG-109L,30.689268322669687,0.0,86.90317161570154,14.0,0.463,82.0,1.1744270715967736e-11,9.32814340390306,3.184,0.51,5551.0,-0.0712,0.95,4.0,0.02,1510.0,2.713985,18.7319359,<a refstr=BENNETT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713..837B/abstract target=ref>Bennett et al. 2010</a>,Microlensing,2008,2008-00,11,0,0,0,268.143792,-30.0877778,359.79137,-1.89004,0.27,-0.213,0.0,0.05,-0.04,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,110.0,-120.0,0.0301566,-0.0301566,2.3,0.0046057235,53.83622007028103
3671,HD 37124 c,c,HD 37124,15.23928429568102,0.125,86.90317161570154,14.1,0.406,209.0339751247501,1.1744270715967736e-11,220.67444544482524,3.184,0.85,5698.64048048,-0.112235559519676,0.949168005713,4.0,-0.44,31.6634,31.5536,427.6360836,<a refstr=WRIGHT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...730...93W/abstract target=ref>Wright et al. 2011</a>,Radial Velocity,2002,2003-01,1,3,2,0,84.2599947,20.7289784,185.96381,-5.97486,0.27,-0.213,0.0,0.05,-0.05,0.0,0.017173155901925,-0.017173155901925,0.0,2.0,-2.0,0.0,0.076,-0.0757,0.0751124,-0.0751124,1.71,0.0046016898835373,15.012488430356829
3672,MOA-2011-BLG-028L b,b,MOA-2011-BLG-028L,61.115271911131,0.0,86.90317161570154,5.99,0.767,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.75,5551.0,-0.0712,0.95,4.0,0.02,7380.0,2.713985,18.7319359,<a refstr=SKOWRON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820....4S/abstract target=ref>Skowron et al. 2016</a>,Microlensing,2016,2016-03,5,0,0,0,270.854,-29.2134167,1.7258,-3.49568,0.27,-0.213,0.0,0.35,-0.3,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,520.0,-620.0,0.0301566,-0.0301566,4.14,0.0046057235,20.528009571186693
3673,OGLE-2008-BLG-092L b,b,OGLE-2008-BLG-092L,433.1991368105311,0.0,86.90317161570154,8.74,0.469,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.71,5551.0,-0.0712,0.95,4.0,0.02,8100.0,2.713985,18.7319359,<a refstr=POLESKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...42P/abstract target=ref>Poleski et al. 2014</a>,Microlensing,2014,2014-11,2,0,0,0,267.540708,-34.6731944,355.58019,-3.78643,0.27,-0.213,0.0,0.05,-0.05,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,4.416,-4.3245000000000005,0.0301566,-0.0301566,15.0,0.0046057235,23.542583975279776
3674,Gaia-1 b,b,Gaia-1,0.0524829057830002,0.0,85.73,13.776,1.12,1304.8321754417598,1.1744270715967736e-11,210.2805274238227,3.184,0.95,5470.0,-0.158798694099729,0.95,4.0,0.02,363.66,2.72112,41.1104394,<a refstr=PANAHI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510197P/abstract target=ref>Panahi et al. 2022</a>,Transit,2022,2022-05,0,0,0,0,90.6436658,-0.5771099,207.81493,-11.12207,0.235,-0.235,0.0,0.07,-0.07,0.0,0.03,-0.03,0.0,2.2,-1.9,0.0,3.058,-3.008,0.0227605,-0.0227605,0.04047,0.0046057235,11.368181186539106
3675,Kepler-282 e,e,Kepler-282,0.6895182175932288,0.0,89.7,3.1,10.4,555.7104233864302,1.892693266611467e-15,12.132306526953668,6.399,0.97,5699.0,0.105869053229812,0.89,0.4,-0.25,1337.61,0.718924,8.8835774,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,Transit,2013,2014-02,0,0,0,0,284.6772402,44.7976401,74.87605,17.53304,1.26,-0.25,0.0,0.1,-0.12,0.0,0.36,-0.07,0.0,1.6,-1.6,0.0,44.61,-41.87,0.02398,-0.02398,0.2269,0.0043148357,10.791222926279298
3676,OGLE-2013-BLG-0911L b,b,OGLE-2013-BLG-0911L,2.8416970730065625,0.0,86.90317161570154,12.5,8.5,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.29,5551.0,-0.0712,0.95,4.0,0.02,3220.0,2.713985,18.7319359,<a refstr=MIYAZAKI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...76M/abstract target=ref>Miyazaki et al. 2020</a>,Microlensing,2019,2020-02,0,0,0,0,268.88325,-29.2538333,0.83633,-2.02265,0.27,-0.213,0.0,0.07,-0.05,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,470.0,-350.0,0.0301566,-0.0301566,0.39,0.0046057235,220.80301804643508
3677,MOA-2009-BLG-266L b,b,MOA-2009-BLG-266L,48.062994156099535,0.0,86.90317161570154,3.21,1.73,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.56,5551.0,-0.0712,0.95,4.0,0.02,3040.0,2.713985,18.7319359,<a refstr=MURAKI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...741...22M/abstract target=ref> Muraki et al. 2011 </a>,Microlensing,2011,2011-11,18,0,0,0,267.008125,-35.0054111,355.06999,-3.58099,0.27,-0.213,0.0,0.09,-0.09,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,330.0,-330.0,0.0301566,-0.0301566,3.2,0.0046057235,42.61180515185337
3678,MOA-2009-BLG-387L b,b,MOA-2009-BLG-387L,34.81062537945113,0.0,52.0,13.2,1.98,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.19,5551.0,-0.0712,0.95,4.0,0.02,5690.0,2.713985,18.7319359,<a refstr=BATISTA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...529A.102B/abstract target=ref> Batista et al. 2011 </a>,Microlensing,2010,2011-05,13,0,0,0,268.461625,-33.9903333,356.55645,-4.09632,0.27,-0.213,0.0,0.3,-0.12,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,2180.0,-2190.0,0.0301566,-0.0301566,1.8,0.0046057235,635.5006478408914
3679,OGLE-2016-BLG-1195L b,b,OGLE-2016-BLG-1195L,27.753761935314976,0.0,86.90317161570154,1.11,5.75,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.08,5551.0,-0.0712,0.95,4.0,0.02,3910.0,2.713985,18.7319359,<a refstr=SHVARTZVALD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...840L...3S/abstract target=ref>Shvartzvald et al. 2017</a>,Microlensing,2017,2017-05,0,0,0,0,268.847931,-30.2072506,359.99627,-2.47579,0.27,-0.213,0.0,0.02,-0.01,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,420.0,-460.0,0.0301566,-0.0301566,1.16,0.0046057235,5524.271728019902
3680,BD+48 740 b,b,BD+48 740,13.33951382448346,0.76,86.90317161570154,13.5,1.21,550.2744474457409,1.1805864226288726e-13,1.7079175214063682,3.184,1.09,4534.0,1.64,10.33,4.0,-0.13,666.589,1.47289,5.2489645,<a refstr=ADAM_OACUTE_W_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..47A/abstract target=ref>Adam&oacute;w et al. 2018</a>,Radial Velocity,2018,2018-05,1,0,0,0,40.7425426,48.9300579,141.10904,-9.96534,0.27,-0.213,0.0,0.16,-0.16,0.0,1.81,-1.81,0.0,2.2,-1.9,0.0,21.5335,-21.5335,0.0480477,-0.0480477,1.7,0.0500811829,8.061832212954728
3681,GJ 685 b,b,GJ 685,0.4174432343548662,0.0,86.90317161570154,2.95,1.93,376.5977683138869,1.1744270715967736e-11,29.843964334705078,3.184,0.55,3816.0,-1.253,0.54,4.0,-0.15,14.3155,69.8254,577.2316268,<a refstr=PINAMONTI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A.126P/abstract target=ref>Pinamonti et al. 2019</a>,Radial Velocity,2019,2019-05,1,0,0,0,263.8960378,61.6793482,90.75762,32.5891,0.27,-0.213,0.0,0.06,-0.06,0.0,0.05,-0.05,0.0,2.2,-1.9,0.0,0.0081,-0.0081,0.0391653,-0.0391653,0.1344,0.0026179902,44.57519751823087
3682,HD 40979 b,b,HD 40979,4.089067275087357,0.25,86.90317161570154,12.9,3.8,362.1499534759636,7.998223795946395e-12,113.66026910730145,3.184,1.45,6165.0,0.290558789008602,1.21,3.56,0.2,34.0883,29.3067,180.1229873,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Radial Velocity,2002,2003-04,1,6,2,0,91.1253346,44.2597855,168.49578,10.87165,0.27,-0.213,0.0,0.15,-0.15,0.0,0.02,-0.02,0.0,0.68,-0.8,0.0,0.0427,-0.0426,0.0364333,-0.0364333,0.85,0.0058662372999999,3.949844463911533
3683,MOA-2010-BLG-073L b,b,MOA-2010-BLG-073L,20.90729910964007,0.0,86.90317161570154,12.4,10.1,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.16,5551.0,-0.0712,0.95,4.0,0.02,2800.0,2.713985,18.7319359,<a refstr=STREET_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...763...67S/abstract target=ref> Street et al. 2013 </a>,Microlensing,2012,2013-01,22,0,0,0,272.547258,-26.5229319,4.81028,-3.50129,0.27,-0.213,0.0,0.03,-0.03,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,400.0,-400.0,0.0301566,-0.0301566,1.21,0.0046057235,976.5625
3684,OGLE-2018-BLG-1428L b,b,OGLE-2018-BLG-1428L,57.44028028061665,0.0,86.90317161570154,14.0,0.481,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.43,5551.0,-0.0712,0.95,4.0,0.02,6220.0,2.713985,18.7319359,<a refstr=KIM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..556K/abstract target=ref>Kim et al. 2021</a>,Microlensing,2021,2021-02,0,0,0,0,265.548708,-26.1378889,1.98637,2.11254,0.27,-0.213,0.0,0.33,-0.22,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,1030.0,-1510.0,0.0301566,-0.0301566,3.3,0.0046057235,82.4762413913492
3685,MOA-2011-BLG-291L b,b,MOA-2011-BLG-291L,9.298392509385645,0.0,86.90317161570154,4.43,1.14,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.15,5551.0,-0.0712,0.95,4.0,0.02,4400.0,2.713985,18.7319359,<a refstr=BENNETT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..113B/abstract target=ref>Bennett et al. 2018</a>,Microlensing,2018,2018-09,0,0,0,0,268.867889,-29.1706657,0.90149,-1.96921,0.27,-0.213,0.0,0.27,-0.1,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,1400.0,-1400.0,0.0301566,-0.0301566,0.69,0.0046057235,1147.550621098494
3686,Kepler-83 b,b,Kepler-83,0.1523862721367281,0.0,89.84,2.83,10.2,581.1622550733614,15.412,21.5235151840903,2.4764,0.66,4082.0,-1.10237290870956,0.61,3.09,-0.2,400.409,2.46907,13.77404,<a refstr=XIE_2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJS..208...22X/abstract target=ref> Xie 2013 </a>,Transit,2012,2013-10,0,0,0,0,282.2325197,43.6655662,73.114,18.77652,0.41,-0.41,0.0,0.41,-0.25,0.0,0.03,-0.03,0.0,4.58,-1.5,0.0,5.153,-5.153,0.0318941,-0.0318941,0.07295,0.0029573593,28.25791803933258
3687,HD 222582 b,b,HD 222582,9.209330406068524,0.73,86.90317161570154,12.6,7.31,261.7806349763398,2.0643952599162768e-12,124.33236745242384,3.184,1.12,5790.0,0.11470833934033,1.13,10.24,0.01,42.1586,23.6913,183.1072102,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Radial Velocity,1999,2000-06,1,2,1,0,355.4640788,-5.9862379,81.75683,-63.15191,0.27,-0.213,0.0,0.06,-0.06,0.0,0.02,-0.02,0.0,1.44,-1.44,0.0,0.1088,-0.1083,0.0606298,-0.0606298,1.34,0.0054783868999999,7.532774095368845
3688,OGLE-2014-BLG-1722L c,c,OGLE-2014-BLG-1722L,22.02030118380582,0.0,86.90317161570154,11.0,0.346,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.4,5551.0,-0.0712,0.95,4.0,0.02,6400.0,2.713985,18.7319359,<a refstr=SUZUKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..263S/abstract target=ref>Suzuki et al. 2018</a>,Microlensing,2018,2018-06,0,0,0,0,268.75238,-31.4690552,358.86307,-3.03947,0.27,-0.213,0.0,0.36,-0.24,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,1280.0,-1870.0,0.0301566,-0.0301566,1.7,0.0046057235,98.82117688026185
3689,MOA-2010-BLG-117L b,b,MOA-2010-BLG-117L,31.05910382826711,0.0,86.90317161570154,14.2,0.326,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.58,5551.0,-0.0712,0.95,4.0,0.02,3500.0,2.713985,18.7319359,<a refstr=BENNETT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..141B/abstract target=ref>Bennett et al. 2018</a>,Microlensing,2018,2018-03,0,0,0,0,271.95697,-25.3446388,5.58745,-2.46794,0.27,-0.213,0.0,0.11,-0.11,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,400.0,-400.0,0.0301566,-0.0301566,2.42,0.0046057235,39.03282784177247
3690,HD 4203 b,b,HD 4203,7.112194983523311,0.52,86.90317161570154,13.3,1.66,303.52961961904595,1.4144436622943532e-12,87.725649672684,3.184,1.25,5596.0,0.29285016079814,1.42,8.52,0.4,81.3795,12.2595,174.1399947,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Radial Velocity,2001,2002-03,1,2,2,0,11.1722288,20.4483925,120.79104,-42.3953,0.27,-0.213,0.0,0.16,-0.16,0.0,0.05,-0.05,0.0,1.4,-1.56,0.0,0.3608,-0.3577,0.0538443,-0.0538443,1.17,0.0068843446,5.724334022399463
3691,Kepler-277 c,c,Kepler-277,0.5832226060979587,0.0,89.33,3.36,9.3,824.8074157174292,1.904490936117648e-14,3.952802773012149,7.201,1.12,5946.0,0.567911119065236,1.69,5.0,0.1,976.643,0.995143,18.2452448,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,Transit,2013,2014-02,0,0,0,0,286.5831894,39.0772582,69.94431,14.0381,0.83,-0.72,0.0,0.19,-0.11,0.0,0.42,-0.36,0.0,1.0,-1.0,0.0,15.738,-15.254,0.0161216,-0.0161216,0.2129,0.0081933397,7.532774095368845
3692,Kepler-350 c,c,Kepler-350,0.3238579246191595,0.0,86.29,3.1,1.13,960.2865146034208,1.496745336607609e-14,6.1504,5.8919,1.0,6492.3,0.428423795370248,1.25,4.0,0.041,956.859,1.01648,4.3299494,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,Transit,2013,2014-02,0,0,0,0,285.4195845,39.7061009,70.17289,15.11288,1.42,-0.6,0.0,0.2,-0.12,0.0,0.57,-0.24,0.0,0.85,-0.85,0.0,19.8105,-19.8105,0.0214681,-0.0214681,0.1385,0.0060601625,10.0
3693,61 Vir c,c,61 Vir,0.6573623605494845,0.14,86.90317161570154,4.46,1.13,576.8710715652777,1.1744270715967736e-11,21.583767361111107,3.184,0.94,5577.0,-0.095,0.96,8.96,-0.01,8.50332,117.573,1508.8416272,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,Radial Velocity,2009,2010-01,1,6,9,0,199.596455,-18.3157745,311.85177,44.08875,0.27,-0.213,0.0,0.03,-0.03,0.0,0.01,-0.01,0.0,2.76,-3.08,0.0,0.01737,-0.0173,0.237902,-0.237902,0.2175,0.0046542048,11.672943031448549
3694,HD 45184 b,b,HD 45184,0.1011789241182248,0.07,86.90317161570154,3.52,1.54,1180.662172828671,3.5176321610164268e-12,10.719041586149403,3.184,1.03,5869.0,0.053,1.07513917243,6.8,0.04,21.9532,45.5224,205.3081838,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,Radial Velocity,2019,2019-02,1,0,8,0,96.1820205,-28.7806402,236.62565,-18.07374,0.27,-0.213,0.0,0.05,-0.05,0.0,0.0249029156589,-0.0249029156589,0.0,1.6,-1.64,0.0,0.0156,-0.0155,0.0320207,-0.0320207,0.0644,0.005212414476033,9.28767346747378
3695,MOA-2011-BLG-262L b,b,MOA-2011-BLG-262L,17.541589099139625,0.0,86.90317161570154,4.29,1.18,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.11,5551.0,-0.0712,0.95,4.0,0.02,7200.0,2.713985,18.7319359,<a refstr=BENNETT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..155B/abstract target=ref>Bennett et al. 2014</a>,Microlensing,2014,2014-04,9,0,0,0,270.097833,-31.2452583,359.63064,-3.92442,0.27,-0.213,0.0,0.21,-0.06,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,800.0,-800.0,0.0301566,-0.0301566,0.95,0.0046057235,2491.8292940311044
3696,MOA-2016-BLG-227L b,b,MOA-2016-BLG-227L,19.120668399098,0.0,86.90317161570154,13.2,2.13,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.29,5551.0,-0.0712,0.95,4.0,0.02,6500.0,2.713985,18.7319359,<a refstr=KOSHIMOTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....3K/abstract target=ref>Koshimoto et al. 2017</a>,Microlensing,2017,2017-07,0,0,0,0,271.473755,-27.7142868,3.30299,-3.2402,0.27,-0.213,0.0,0.23,-0.15,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,1000.0,-1000.0,0.0301566,-0.0301566,1.39,0.0046057235,220.80301804643508
3697,UKIRT-2017-BLG-001L b,b,UKIRT-2017-BLG-001L,59.66254591270711,0.0,86.90317161570154,13.7,0.87,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.81,5551.0,-0.0712,0.95,4.0,0.02,6300.0,2.713985,18.7319359,<a refstr=SHVARTZVALD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...857L...8S/abstract target=ref>Shvartzvald et al. 2018</a>,Microlensing,2018,2018-04,0,0,0,0,266.654083,-29.2113609,359.8782,-0.32907,0.27,-0.213,0.0,0.21,-0.27,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,1600.0,-2100.0,0.0301566,-0.0301566,4.18,0.0046057235,16.935087808430286
3698,MOA-2015-BLG-337L b,b,MOA-2015-BLG-337L,7.387487021732337,0.0,86.90317161570154,6.42,0.7,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.01,5551.0,-0.0712,0.95,4.0,0.02,7100.0,2.713985,18.7319359,<a refstr=MIYAZAKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..136M/abstract target=ref>Miyazaki et al. 2018</a>,Microlensing,2018,2018-09,0,0,0,0,271.9487,-28.1702785,3.10692,-3.82814,0.27,-0.213,0.0,0.04,-0.01,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,1100.0,-1000.0,0.0301566,-0.0301566,0.24,0.0046057235,1000000.0
3699,HD 284149 AB b,b,HD 284149 A,52917.38095814495,0.0,86.90317161570154,12.0,26.6,16.687820800444484,7.882321313130644e-13,77.85467128027679,3.184,1.13,6035.0,0.342,1.36,0.025,0.02,117.807,8.46001,16.0465447,<a refstr=BONAVITA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A.106B/abstract target=ref>Bonavita et al. 2017</a>,Imaging,2017,2017-12,0,0,0,0,61.6616887,20.3030344,173.01083,-23.0516,0.27,-0.213,0.0,0.226407,-0.137486,0.0,0.33,-0.33,0.0,0.025,-0.01,0.0,0.713,-0.705,0.0507135,-0.0507135,431.16,0.0065934568,7.367224280551316
3700,Kepler-238 e,e,Kepler-238,0.4120061749203978,0.0,89.98,5.6,5.31,679.0811346821289,4.255827204610908e-15,34.02777777777777,8.2183,1.06,5732.0,0.430482378543308,0.96,6.76,0.23,1798.75,0.526944,0.8434128,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,Transit,2013,2014-02,0,0,0,0,287.8971066,40.6378141,71.83506,13.74892,2.37,-0.46,0.0,0.17,-0.12,0.0,0.41,-0.08,0.0,2.05,-2.25,0.0,75.21,-69.51,0.022199,-0.022199,0.1658,0.0046542048,8.64440959734126
3701,MOA-bin-29 b,b,MOA-bin-29,12.063715789784805,0.0,86.90317161570154,14.1,0.372,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.03,5551.0,-0.0712,0.95,4.0,0.02,7120.0,2.713985,18.7319359,<a refstr=KONDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..224K/abstract target=ref>Kondo et al. 2019</a>,Microlensing,2019,2019-12,0,0,0,0,269.3759583,-29.7365639,0.63345,-2.63572,0.27,-0.213,0.0,0.07,-0.02,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,1150.0,-1050.0,0.0301566,-0.0301566,0.48,0.0046057235,64150.02990995842
3702,Kepler-114 d,d,Kepler-114,0.202880078884941,0.0,88.87,2.53,1.32,583.1815068567406,31.016,21.95096021947873,2.9021,0.56,4660.0,-0.685303352908345,0.54,2.69,0.229056,259.533,3.82424,64.5444001,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,Transit,2013,2014-02,0,0,0,0,294.121482,48.3497977,80.94435,13.01505,0.28,-0.28,0.0,0.06,-0.06,0.0,0.06,-0.06,0.0,2.31,-1.08,0.0,1.3085,-1.3085,0.0192787,-0.0192787,0.08358,0.0026179902,42.61180515185337
3703,Kepler-223 e,e,Kepler-223,0.3295075325350239,0.051,88.0,4.6,0.28,982.3300461985132,3.4338907380675106e-15,7.152514872904272,7.202,1.12,5803.0,0.371284401102196,1.72,7.2,0.19,1859.71,0.510076,11.8635178,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,Transit,2014,2014-03,0,0,0,0,298.3183909,47.2794824,81.32513,10.02398,0.27,-0.41,0.0,0.09,-0.07,0.0,0.07,-0.14,0.0,2.7,-2.7,0.0,111.045,-111.045,0.0312768,-0.0312768,0.1455,0.0083387836,7.532774095368845
3704,UZ For b,b,UZ For,107.62393473284205,0.04,86.90317161570154,2.79,2.61,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.7,5286.9,-0.0712,0.95,4.0,0.02,239.603874823956,4.17355520955048,18.2,<a refstr=POTTER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2202P/abstract target=ref> Potter et al. 2011 </a>,Eclipse Timing Variations,2011,2011-09,0,0,0,0,53.8694682,-25.7393857,220.31205,-53.41461,0.27,-0.213,0.0,0.05,-0.05,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,4.26118162161108,-4.26118162161108,0.0742236609019045,-0.0742236609019045,5.9,0.0046057235,24.3924205986611
3705,KMT-2016-BLG-1107L b,b,KMT-2016-BLG-1107L,4.188878587327286,0.0,86.90317161570154,13.1,2.55,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.09,5551.0,-0.0712,0.95,4.0,0.02,6651.0,2.713985,18.7319359,<a refstr=HWANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...23H/abstract target=ref>Hwang et al. 2019</a>,Microlensing,2019,2019-01,0,0,0,0,266.41775,-26.0318,2.48555,1.503,0.27,-0.213,0.0,0.09,-0.05,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,948.0,-1348.0,0.0301566,-0.0301566,0.342,0.0046057235,4115.22633744856
